First_Name,Last_Name,Age,School_Name,School_Address,School_ZipCode,Parents_Salary,Parents_Occupation,Weight,Size,Feet_size,Eye_color,Hair_color,Previous_year_grades,Current_year_grades
Edwin,Thompson,0,School J,Street J 202,56789,31979.108,Lawyer,65.9,132.3,39,Brown,Brown,4.9,7.9
Matthew,Singleton,7,School K,Street K 789,34667,9942.513,Teacher,48.8,131.9,40,Green,Red,6.1,6.4
Lawrence,Pierce,7,School M,Street M 202,56779,534.423,Unemployed,54.8,171.4,35,Blue,Brown,9.5,4.5
Catherine,Yates,8,School E,Street E 202,56789,32808.379,Doctor,37.5,122.4,41,Brown,Black,4.0,3.8
Rachel,Powell,5,School H,Street H 789,67890,15326.691,Doctor,41.5,197.1,36,Blue,Red,7.3,2.5
Patrick,Murphy,16,School M,Street M 202,56779,23862.109,Doctor,74.4,120.5,40,Brown,Red,2.5,7.9
James,Castillo,8,School M,Street M 202,56779,1352.278,Unemployed,76.8,120.6,34,Green,Brown,4.5,2.2
Barbara,Robinson,13,School H,Street H 789,67890,42088.41,Doctor,60.0,145.4,37,Blue,Black,5.0,6.0
Lauren,Green,16,School B,Street B 456,23456,9299.725,Teacher,79.1,141.7,42,Brown,Blonde,9.3,9.8
Crystal,Schwartz,10,School K,Street K 789,34667,26646.991,Lawyer,21.0,184.8,38,Brown,Black,2.1,6.6
Taylor,Nicholson,10,School D,Street D 101,45678,1464.926,Unemployed,46.6,108.5,42,Brown,Black,6.6,9.9
Joanna,Gonzalez,0,School L,Street L 101,45789,16651.378,Doctor,76.0,138.7,35,Brown,Red,10.0,2.7
Larry,Woods,7,School C,Street C 789,34567,13748.148,Nurse,37.4,116.7,37,Brown,Red,5.8,5.6
Mitchell,Mcdaniel,19,School B,Street B 456,23456,12496.764,Engineer,25.9,189.9,36,Blue,Red,6.2,3.2
Daniel,Watson,9,School D,Street D 101,45678,712.613,Unemployed,70.4,160.5,34,Brown,Black,9.6,7.4
Dylan,Wilkins,12,School L,Street L 101,45789,484.113,Unemployed,56.5,135.8,42,Blue,Blonde,9.7,6.2
Eric,West,5,School E,Street E 202,56789,39703.969,Doctor,67.5,121.1,37,Blue,Red,10.0,2.7
Chad,Hernandez,10,School M,Street M 202,56779,32040.32,Doctor,66.1,183.6,38,Green,Red,8.0,4.1
Anthony,Lewis,3,School A,Street A 123,12345,12801.33,Engineer,34.4,103.6,36,Brown,Black,2.5,3.0
Thomas,Frank,18,School K,Street K 789,34667,43961.492,Doctor,59.9,141.5,35,Green,Black,7.6,7.9
Richard,Lang,0,School L,Street L 101,45789,10815.751,Nurse,29.5,184.6,39,Blue,Brown,6.4,2.9
Ronald,Bean,25,School E,Street E 202,56789,1534.236,Unemployed,73.7,156.8,35,Blue,Blonde,8.8,10.0
Michael,Bryant,10,School I,Street I 101,23654,4253.624,Teacher,29.2,103.6,42,Brown,Red,3.6,4.2
Danielle,Taylor,25,School J,Street J 202,56789,41763.182,Doctor,52.8,181.1,41,Green,Blonde,8.9,9.9
Mitchell,Garza,10,School C,Street C 789,34567,4072.591,Nurse,25.5,114.5,42,Brown,Blonde,8.3,2.4
Debra,Gibson,4,School L,Street L 101,45789,7050.829,Teacher,72.5,195.2,34,Green,Red,7.3,5.2
Ashley,Henson,1,School C,Street C 789,34567,495.177,Unemployed,72.6,135.3,40,Brown,Red,7.7,5.4
Sarah,Klein,11,School B,Street B 456,23456,5363.162,Teacher,26.1,106.6,37,Blue,Red,7.7,2.8
Gwendolyn,Thomas,5,School E,Street E 202,56789,8708.126,Nurse,53.0,165.7,34,Green,Brown,6.4,9.7
Joshua,Wang,4,School J,Street J 202,56789,49655.267,Doctor,55.7,163.3,36,Blue,Red,3.1,9.0
Megan,Robbins,3,School I,Street I 101,23654,7162.11,Teacher,40.3,154.3,37,Brown,Red,6.9,9.0
Shawn,Jackson,25,School L,Street L 101,45789,26239.015,Lawyer,24.7,197.0,37,Brown,Brown,3.1,7.3
Kenneth,Ochoa,4,School I,Street I 101,23654,10816.348,Lawyer,73.4,100.1,42,Blue,Red,4.5,8.6
Christopher,Gibson,12,School E,Street E 202,56789,7756.32,Teacher,47.2,160.1,34,Green,Red,2.7,6.4
Megan,Allen,25,School F,Street F 123,12456,12275.045,Engineer,24.1,186.2,41,Brown,Black,8.7,9.0
Tracy,Hebert,11,School B,Street B 456,23456,17581.963,Engineer,62.7,160.1,39,Blue,Brown,4.6,7.7
Brooke,Flores,6,School A,Street A 123,12345,26869.012,Doctor,40.7,161.7,35,Blue,Blonde,3.6,8.5
Dorothy,Murray,26,School B,Street B 456,23456,12982.134,Engineer,79.9,134.7,36,Blue,Brown,7.9,3.1
Heather,Brennan,2,School K,Street K 789,34667,30254.559,Doctor,74.0,117.8,36,Brown,Red,5.9,6.7
Justin,Chan,2,School M,Street M 202,56779,13759.876,Nurse,54.9,165.3,40,Brown,Brown,4.0,2.5
Anthony,Willis,22,School C,Street C 789,34567,12429.601,Nurse,40.7,114.7,37,Brown,Black,3.8,6.7
Audrey,Green,24,School B,Street B 456,23456,10826.809,Nurse,48.3,175.4,41,Blue,Blonde,6.6,3.4
Tara,Kennedy,22,School A,Street A 123,12345,8979.37,Teacher,79.3,127.9,41,Blue,Blonde,8.7,8.5
Melissa,Mercer,1,School B,Street B 456,23456,34714.649,Doctor,51.5,158.8,40,Blue,Brown,6.8,5.2
Daniel,Brown,16,School B,Street B 456,23456,36234.302,Doctor,75.0,125.4,36,Green,Red,2.4,9.7
Tracy,Estrada,6,School H,Street H 789,67890,6856.31,Engineer,49.6,146.0,34,Brown,Black,4.8,6.3
Kevin,Gallegos,26,School I,Street I 101,23654,30968.314,Doctor,50.2,148.3,39,Blue,Red,7.4,3.3
Carmen,Galvan,5,School B,Street B 456,23456,13230.851,Nurse,40.0,166.1,40,Blue,Brown,8.8,4.8
Diana,Wilson,8,School I,Street I 101,23654,22099.708,Lawyer,74.0,134.0,36,Green,Blonde,6.7,3.6
Rachel,Lane,6,School J,Street J 202,56789,10145.597,Teacher,70.6,178.2,39,Brown,Brown,4.2,3.0
Mckenzie,Fernandez,3,School I,Street I 101,23654,24320.073,Lawyer,51.6,100.6,42,Green,Brown,5.0,9.7
Laura,Graham,1,School M,Street M 202,56779,6923.783,Engineer,78.8,123.9,36,Green,Black,8.5,6.7
Russell,Chen,6,School F,Street F 123,12456,586.766,Unemployed,75.8,117.1,38,Green,Red,10.0,5.7
Taylor,Gonzalez,23,School H,Street H 789,67890,18741.204,Lawyer,32.7,109.9,36,Green,Black,9.2,9.7
William,Edwards,18,School L,Street L 101,45789,20689.142,Lawyer,39.9,153.5,34,Brown,Black,2.7,4.3
Andrew,Velazquez,12,School J,Street J 202,56789,16551.207,Lawyer,29.6,105.9,34,Brown,Black,8.9,2.7
Christopher,Jones,17,School I,Street I 101,23654,7219.482,Nurse,31.2,133.5,37,Green,Blonde,5.4,2.8
Roberto,Jackson,3,School H,Street H 789,67890,33591.779,Lawyer,72.5,166.9,36,Green,Red,9.1,7.8
Kenneth,Higgins,22,School H,Street H 789,67890,10762.452,Nurse,22.9,111.1,41,Blue,Brown,6.7,7.8
Dawn,Johnson,10,School M,Street M 202,56779,16056.416,Lawyer,29.0,181.7,39,Blue,Black,9.8,6.8
Brooke,Nguyen,1,School A,Street A 123,12345,12181.283,Engineer,57.0,117.9,34,Blue,Brown,8.3,3.3
Brandi,Byrd,16,School G,Street G 456,12654,11962.325,Teacher,75.0,174.3,38,Blue,Blonde,6.7,4.0
Latoya,Evans,22,School K,Street K 789,34667,375.256,Unemployed,23.7,108.5,38,Blue,Brown,3.7,2.2
Mark,Reynolds,19,School H,Street H 789,67890,13662.726,Nurse,61.7,107.9,35,Brown,Blonde,6.4,9.9
Amy,Cooper,13,School A,Street A 123,12345,7614.844,Engineer,63.4,177.4,42,Green,Red,5.5,9.9
Isaac,Hanson,8,School K,Street K 789,34667,4539.95,Nurse,46.9,119.8,42,Brown,Blonde,6.1,9.0
Pamela,Ruiz,6,School D,Street D 101,45678,7240.174,Engineer,54.1,178.1,36,Brown,Brown,8.4,6.5
Michelle,Moran,12,School L,Street L 101,45789,6775.23,Nurse,22.5,133.8,34,Green,Brown,7.7,7.7
Michael,Williams,23,School C,Street C 789,34567,5761.598,Nurse,79.1,129.8,38,Blue,Red,5.0,3.1
Kimberly,Boyer,6,School M,Street M 202,56779,34402.269,Lawyer,34.2,165.7,38,Brown,Red,2.9,8.3
Andrew,Fisher,11,School J,Street J 202,56789,7300.013,Nurse,67.6,186.1,40,Brown,Black,2.1,3.7
William,Erickson,8,School J,Street J 202,56789,12546.513,Lawyer,72.7,128.8,34,Blue,Blonde,6.1,2.8
Nicole,Riddle,7,School G,Street G 456,12654,12717.851,Engineer,29.2,182.5,42,Green,Black,8.4,6.9
Gwendolyn,Price,23,School L,Street L 101,45789,733.354,Unemployed,54.0,141.7,41,Green,Brown,7.2,8.5
Thomas,Brewer,9,School D,Street D 101,45678,13889.396,Engineer,30.8,194.7,39,Brown,Black,6.7,7.6
Jay,Hammond,14,School C,Street C 789,34567,8024.252,Teacher,69.9,166.2,41,Green,Brown,4.3,5.7
Melinda,Nguyen,4,School G,Street G 456,12654,25795.364,Lawyer,50.4,119.4,36,Brown,Blonde,4.1,3.1
Timothy,Trujillo,10,School G,Street G 456,12654,1540.782,Unemployed,24.7,136.7,42,Blue,Black,9.9,4.2
Patricia,Weber,12,School L,Street L 101,45789,5806.438,Teacher,70.4,138.9,41,Green,Red,9.6,6.0
Andrew,Jenkins,6,School B,Street B 456,23456,1189.076,Unemployed,56.2,178.6,40,Green,Black,2.7,3.7
Christy,Smith,18,School F,Street F 123,12456,8345.501,Teacher,46.8,120.6,40,Brown,Black,6.8,3.4
Peter,Elliott,5,School E,Street E 202,56789,13600.088,Nurse,68.3,111.7,42,Brown,Blonde,3.5,3.5
Christy,Shannon,25,School E,Street E 202,56789,8811.188,Nurse,34.7,107.7,42,Blue,Brown,5.5,8.7
Michelle,Fox,20,School I,Street I 101,23654,10526.799,Teacher,74.3,155.6,39,Blue,Black,2.1,6.6
Matthew,Robertson,25,School I,Street I 101,23654,1469.315,Unemployed,72.5,184.2,39,Blue,Blonde,5.4,2.7
Jessica,Wu,14,School E,Street E 202,56789,4588.509,Nurse,44.2,112.6,38,Blue,Blonde,4.8,3.5
Susan,Reilly,18,School G,Street G 456,12654,32245.664,Doctor,73.3,161.0,41,Brown,Brown,3.9,3.4
Tiffany,Stevens,5,School J,Street J 202,56789,23195.659,Lawyer,76.9,102.7,36,Brown,Brown,8.6,3.7
Hayley,Jackson,3,School E,Street E 202,56789,11657.471,Engineer,36.2,158.4,42,Brown,Black,4.2,7.3
Christina,Parker,21,School M,Street M 202,56779,1295.917,Unemployed,44.8,135.5,39,Green,Brown,9.1,9.0
Melanie,Lopez,26,School C,Street C 789,34567,4362.068,Teacher,50.0,168.9,42,Green,Red,8.6,2.0
Robert,Butler,9,School G,Street G 456,12654,6616.163,Teacher,49.4,141.0,40,Brown,Black,3.4,3.6
Lisa,Terrell,6,School H,Street H 789,67890,555.339,Unemployed,28.6,139.5,42,Blue,Red,7.6,4.7
Abigail,Davis,25,School B,Street B 456,23456,17392.115,Lawyer,22.8,112.9,41,Brown,Blonde,6.6,4.8
Stephanie,Martin,2,School F,Street F 123,12456,6142.37,Nurse,22.3,169.8,38,Green,Brown,6.1,9.8
Vincent,Flowers,13,School K,Street K 789,34667,1023.933,Unemployed,72.9,174.5,37,Brown,Black,8.1,2.1
Mary,Perez,26,School K,Street K 789,34667,8268.909,Nurse,44.7,163.6,42,Brown,Red,7.4,7.5
Kelsey,Brown,21,School M,Street M 202,56779,4194.903,Nurse,36.3,166.4,36,Green,Blonde,3.6,2.6
Timothy,Roberts,23,School G,Street G 456,12654,12160.203,Nurse,22.2,135.5,35,Brown,Red,4.9,3.8
Christopher,Weaver,9,School G,Street G 456,12654,6511.068,Teacher,52.0,190.1,39,Blue,Red,7.3,8.8
Vincent,Johnson,6,School I,Street I 101,23654,17532.429,Lawyer,23.6,123.9,36,Brown,Brown,4.6,8.4
William,Walker,22,School E,Street E 202,56789,18194.666,Lawyer,62.9,107.6,41,Green,Brown,2.2,8.8
Miranda,Holt,20,School L,Street L 101,45789,9144.923,Nurse,67.9,196.7,40,Blue,Black,9.7,6.5
Carrie,Silva,25,School H,Street H 789,67890,17907.072,Lawyer,65.7,179.9,35,Green,Brown,4.5,7.4
Raven,Sanchez,23,School A,Street A 123,12345,7993.823,Nurse,40.4,175.6,40,Brown,Red,5.0,5.1
Elizabeth,Ferguson,5,School L,Street L 101,45789,1297.556,Unemployed,29.2,109.2,39,Brown,Red,7.4,7.0
Brandi,Parker,20,School M,Street M 202,56779,30581.791,Lawyer,51.9,185.6,34,Brown,Black,7.1,8.3
Linda,Hill,7,School J,Street J 202,56789,44995.476,Doctor,38.1,173.2,36,Blue,Red,4.5,7.7
Nicole,Wallace,26,School F,Street F 123,12456,5110.692,Teacher,34.7,106.8,41,Brown,Red,5.3,6.7
Jennifer,Martin,17,School C,Street C 789,34567,7356.354,Nurse,35.4,124.5,42,Brown,Blonde,5.8,2.6
Jennifer,Palmer,16,School G,Street G 456,12654,332.907,Unemployed,51.8,189.4,34,Green,Black,6.7,8.8
Brad,Newton,14,School M,Street M 202,56779,19022.651,Engineer,79.2,156.4,35,Brown,Black,7.9,7.3
Victoria,Mccoy,5,School H,Street H 789,67890,40062.404,Doctor,53.8,130.5,35,Green,Red,7.6,4.8
Ashley,Gonzalez,21,School F,Street F 123,12456,16008.595,Lawyer,52.1,157.9,34,Brown,Red,7.5,7.5
Debbie,Davis,16,School C,Street C 789,34567,7400.519,Teacher,41.8,195.0,39,Green,Red,6.8,4.1
Sylvia,Herman,16,School H,Street H 789,67890,27158.597,Doctor,20.1,178.9,39,Brown,Blonde,2.2,7.8
Angela,Allen,8,School F,Street F 123,12456,8709.506,Teacher,79.2,191.1,37,Blue,Red,4.6,7.9
Justin,Valdez,23,School D,Street D 101,45678,32245.5,Doctor,61.9,106.6,40,Green,Blonde,2.5,4.0
Charles,Pena,14,School K,Street K 789,34667,8366.034,Engineer,74.0,189.8,36,Brown,Brown,5.0,6.8
Shari,Turner,23,School I,Street I 101,23654,11841.004,Nurse,43.6,163.6,36,Blue,Brown,9.6,8.2
Jack,Hart,20,School G,Street G 456,12654,6173.293,Engineer,47.8,156.1,36,Green,Brown,4.7,8.3
Ronnie,Williams,25,School E,Street E 202,56789,1171.465,Unemployed,42.7,125.1,39,Blue,Red,7.6,3.6
Brittany,Webb,19,School I,Street I 101,23654,44160.139,Doctor,76.0,140.3,38,Brown,Brown,2.4,7.4
Timothy,Chandler,22,School H,Street H 789,67890,24131.639,Doctor,29.7,176.1,37,Green,Brown,6.0,9.5
Kimberly,Graham,4,School B,Street B 456,23456,6131.208,Teacher,62.2,109.6,38,Green,Red,6.2,6.6
Anthony,Russell,25,School E,Street E 202,56789,1000.624,Unemployed,52.6,135.3,41,Blue,Brown,4.9,6.5
Stephanie,Smith,17,School B,Street B 456,23456,40199.334,Doctor,51.5,175.7,41,Brown,Blonde,9.8,4.3
Andre,Kerr,16,School B,Street B 456,23456,1187.934,Unemployed,32.7,130.7,34,Green,Brown,9.3,7.1
Carolyn,Owens,22,School B,Street B 456,23456,811.763,Unemployed,72.0,122.7,41,Blue,Blonde,6.7,2.7
Jared,Terry,9,School I,Street I 101,23654,9354.508,Nurse,34.0,153.9,41,Green,Brown,8.3,4.9
Jeffrey,Hughes,4,School A,Street A 123,12345,1395.259,Unemployed,50.1,140.7,42,Brown,Black,5.1,6.7
Linda,Chapman,21,School G,Street G 456,12654,27502.236,Doctor,68.1,171.6,34,Blue,Brown,6.3,6.8
Carol,Avila,17,School J,Street J 202,56789,7967.736,Engineer,38.6,171.4,36,Green,Black,6.0,8.6
Kenneth,Thompson,14,School G,Street G 456,12654,601.052,Unemployed,41.2,192.7,37,Brown,Red,3.5,9.4
Katherine,Robinson,0,School E,Street E 202,56789,5598.848,Nurse,52.5,157.4,35,Brown,Blonde,8.9,7.1
Timothy,Zuniga,12,School H,Street H 789,67890,31982.572,Doctor,58.9,185.9,42,Brown,Blonde,8.2,4.1
Richard,Crawford,6,School D,Street D 101,45678,28732.279,Lawyer,23.2,151.8,42,Blue,Brown,3.9,7.3
Luis,Foster,19,School I,Street I 101,23654,13005.269,Nurse,30.0,170.0,34,Blue,Black,3.4,8.3
Kim,Watkins,8,School C,Street C 789,34567,25033.913,Lawyer,44.8,102.6,42,Blue,Blonde,5.0,9.7
Eric,Johnson,13,School I,Street I 101,23654,26206.665,Doctor,40.7,183.3,36,Green,Blonde,6.3,2.6
Crystal,Jones,13,School M,Street M 202,56779,13697.632,Engineer,65.2,102.5,35,Blue,Brown,8.4,3.3
Kaitlyn,White,22,School E,Street E 202,56789,8934.293,Teacher,76.6,133.7,40,Green,Brown,3.3,9.5
Patricia,Rice,24,School H,Street H 789,67890,3119.344,Teacher,41.4,193.1,41,Brown,Brown,4.7,2.1
Matthew,Singleton,22,School I,Street I 101,23654,29829.991,Doctor,33.2,156.4,37,Brown,Black,8.0,9.2
Courtney,Price,10,School J,Street J 202,56789,16242.487,Doctor,22.2,130.1,34,Green,Black,8.7,3.3
Jessica,Evans,23,School B,Street B 456,23456,37640.986,Doctor,29.5,116.8,41,Green,Red,5.2,3.8
Heather,Esparza,6,School I,Street I 101,23654,13856.678,Engineer,36.8,155.8,36,Green,Blonde,4.0,6.3
Brandon,Perkins,0,School F,Street F 123,12456,28245.877,Lawyer,46.3,122.5,40,Brown,Black,2.8,4.7
Kurt,Quinn,25,School A,Street A 123,12345,11557.859,Teacher,60.4,167.7,36,Brown,Blonde,8.8,2.6
Devon,Dickerson,8,School H,Street H 789,67890,8807.697,Teacher,53.0,176.1,40,Blue,Brown,2.6,3.2
Marc,Clark,20,School L,Street L 101,45789,1455.191,Unemployed,66.7,167.5,38,Blue,Brown,7.2,2.1
Erica,Silva,0,School B,Street B 456,23456,11322.428,Nurse,21.3,167.9,34,Blue,Blonde,2.1,5.9
Mariah,Sanchez,22,School G,Street G 456,12654,14113.146,Engineer,40.6,101.0,40,Green,Blonde,4.0,8.3
Nicholas,Bailey,15,School K,Street K 789,34667,7391.837,Teacher,27.1,148.8,40,Brown,Brown,6.2,7.1
Joshua,Doyle,4,School F,Street F 123,12456,750.508,Unemployed,48.5,181.4,42,Green,Brown,5.6,2.4
Laura,Lewis,23,School A,Street A 123,12345,26171.549,Doctor,46.7,110.9,39,Green,Brown,9.2,2.6
Molly,Newman,8,School M,Street M 202,56779,8864.117,Teacher,49.3,114.4,40,Blue,Brown,6.5,4.7
Jose,Lyons,16,School K,Street K 789,34667,22744.482,Lawyer,74.1,166.3,41,Brown,Red,4.6,3.4
Sharon,Mitchell,23,School J,Street J 202,56789,9727.485,Nurse,20.4,113.7,34,Green,Black,3.1,5.7
Ethan,Johnson,0,School M,Street M 202,56779,3718.235,Teacher,27.6,127.8,38,Blue,Blonde,6.7,5.7
Kathryn,Sutton,23,School L,Street L 101,45789,33535.717,Lawyer,55.6,129.1,36,Green,Blonde,3.8,5.7
Meghan,Thornton,18,School H,Street H 789,67890,27112.517,Lawyer,46.8,150.6,42,Green,Blonde,7.7,8.7
Amy,Walters,21,School A,Street A 123,12345,4520.044,Nurse,59.2,125.9,42,Blue,Blonde,8.8,8.6
Jessica,Small,16,School E,Street E 202,56789,5727.724,Teacher,44.9,137.1,34,Blue,Blonde,5.4,9.5
Annette,Patel,7,School J,Street J 202,56789,46194.635,Doctor,31.9,117.1,35,Brown,Blonde,4.0,2.7
Heather,Thomas,0,School C,Street C 789,34567,19958.168,Engineer,76.7,138.9,38,Blue,Red,8.2,3.7
Frank,Poole,8,School M,Street M 202,56779,26177.15,Lawyer,68.1,121.1,41,Brown,Red,7.5,4.3
Bradley,Koch,10,School L,Street L 101,45789,10078.458,Lawyer,65.0,123.5,35,Brown,Brown,5.7,4.9
Joshua,Stanley,11,School D,Street D 101,45678,8741.877,Nurse,74.2,178.4,40,Brown,Blonde,7.7,7.5
Michael,Young,2,School I,Street I 101,23654,3679.629,Teacher,25.5,186.9,35,Blue,Brown,3.0,9.4
John,Adams,6,School C,Street C 789,34567,38401.648,Doctor,58.9,163.9,35,Green,Blonde,8.4,3.0
Vanessa,Preston,20,School D,Street D 101,45678,22534.293,Lawyer,26.8,197.4,42,Brown,Blonde,8.0,2.4
Taylor,Herring,2,School H,Street H 789,67890,4638.575,Nurse,43.7,175.0,39,Brown,Brown,6.8,4.0
